LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
1506,Jul,6,16:29:37,calvisitor-10-105-162-178,kernel,0,,"['RTC', ':', 'PowerByCalendarDate', 'setting', 'ignored']",16771da2,RTC : PowerByCalendarDate setting ignored
1507,Jul,6,16:29:37,authorMacBook-Pro,networkd,195,,"['__42-[NETClientConnection', 'evaluateCrazyIvan46]_block_invoke', 'CI46', '-', 'Hit', 'by', 'torpedo!', 'QQ.10018', 'tc24283', '<*>']",086cf4fa,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>
1508,Jul,6,16:29:42,authorMacBook-Pro,symptomsd,215,,"['-[NetworkAnalyticsEngine', '_writeJournalRecord', ':', 'fromCellFingerprint', ':', 'key', ':', 'atLOI', ':', 'ofKind', ':', 'lqm', ':', 'isFaulty', ':', ']', 'Hashing', 'of', 'the', 'primary', 'key', 'failed.', 'Dropping', 'the', 'journal', 'record.']",933ce84f,-[NetworkAnalyticsEngine _writeJournalRecord : fromCellFingerprint : key : atLOI : ofKind : lqm : isFaulty : ] Hashing of the primary key failed. Dropping the journal record.
1509,Jul,6,16:29:42,authorMacBook-Pro,corecaptured,37102,,"['CCFile', ':', ':', 'captureLogRun()', 'Exiting', 'CCFile', ':', ':', 'captureLogRun']",8caebfba,CCFile : : captureLogRun() Exiting CCFile : : captureLogRun
1510,Jul,6,16:29:43,authorMacBook-Pro,corecaptured,37102,,"['CCFile', ':', ':', 'captureLogRun()', 'Exiting', 'CCFile', ':', ':', 'captureLogRun']",8caebfba,CCFile : : captureLogRun() Exiting CCFile : : captureLogRun
1511,Jul,6,16:29:48,authorMacBook-Pro,networkd,195,,"['nw_nat64_post_new_ifstate', 'successfully', 'changed', 'NAT64', 'ifstate', 'from', '0x8000000000000000', 'to', '0x4']",82a3fe7d,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> <*> 0x8000000000000000
1512,Jul,6,16:29:58,calvisitor-10-105-162-178,com.apple.CDScheduler,258,,"['Thermal', 'pressure', 'state', ':', '<*>', 'Memory', 'pressure', 'state', ':', '<*>']",3c63ed9d,Thermal pressure state : <*> Memory pressure state : <*>
1513,Jul,6,16:43:27,calvisitor-10-105-162-178,kernel,0,,"['in6_unlink_ifa', ':', 'IPv6', 'address', '0x77c911453a6db3ab', 'has', 'no', 'prefix']",fee107bd,in6_unlink_ifa : IPv6 address <*> has no prefix
1514,Jul,6,16:43:37,calvisitor-10-105-162-178,com.apple.CDScheduler,258,,"['Thermal', 'pressure', 'state', ':', '<*>', 'Memory', 'pressure', 'state', ':', '<*>']",3c63ed9d,Thermal pressure state : <*> Memory pressure state : <*>
1515,Jul,6,17:23:42,calvisitor-10-105-162-178,kernel,0,,"['ARPT', ':', '740631.402908', ':', 'IOPMPowerSource', 'Information', ':', 'onWake', ',', 'SleepType', ':', 'Normal', 'Sleep', ',', ""'ExternalConnected'"", ':', 'No', ',', ""'TimeRemaining'"", ':', '<*>', ',']",c9e2e095,"ARPT : <*> : IOPMPowerSource Information : onWake , SleepType : Normal Sleep , 'ExternalConnected' : No , 'TimeRemaining' : <*> ,"
1516,Jul,6,17:23:43,calvisitor-10-105-162-178,sharingd,30299,,"['<*>', ':', '<*>', ':', '43.193', ':', 'Scanning', 'mode', 'Contacts', 'Only']",2e5f8b12,<*> : <*> : <*> : Scanning mode Contacts Only
1517,Jul,6,17:23:46,calvisitor-10-105-162-178,QQ,10018,,"['DB', 'Error', ':', '<*>', '""', 'no', 'such', 'table', ':', 'tb_c2cMsg_2658655094', '""']",82f87166,"DB Error : <*> "" no such table : <*> """
1518,Jul,6,17:28:48,calvisitor-10-105-162-178,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.37146,"['Path', 'not', 'allowed', 'in', 'target', 'domain', ':', 'type', '=', 'pid', ',', 'path', '=', '/System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/', '<*>', '/Contents/MacOS/', '<*>', 'error', '=', '<*>', ':', 'The', 'specified', 'service', 'did', 'not', 'ship', 'in', 'the', ""requestor's"", 'bundle', ',', 'origin', '=', '/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/', '<*>']",b71de07c,"Path not allowed in target domain : type = pid , path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/ <*> /Contents/MacOS/ <*> error = <*> : The specified service did not ship in the requestor's bundle , origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/ <*>"
1519,Jul,6,17:34:52,calvisitor-10-105-162-178,QQ,10018,,"['FA||Url||taskID[2019353659]', 'dealloc']",a507ad97,<*> dealloc
1520,Jul,6,17:48:02,calvisitor-10-105-162-178,locationd,82,,"['NETWORK', ':', 'requery', ',', '<*>', ',', '<*>', ',', '<*>', ',', '<*>', ',', '<*>', ',', 'items', ',', 'fQueryRetries', ',', '<*>', ',', 'fLastRetryTimestamp', ',', '521080983.6']",4b6a2516,"NETWORK : requery , <*> , <*> , <*> , <*> , <*> , items , fQueryRetries , <*> , fLastRetryTimestamp , <*>"
1521,Jul,6,17:57:59,calvisitor-10-105-162-178,locationd,82,,"['NETWORK', ':', 'requery', ',', '<*>', ',', '<*>', ',', '<*>', ',', '<*>', ',', '<*>', ',', 'items', ',', 'fQueryRetries', ',', '<*>', ',', 'fLastRetryTimestamp', ',', '521081581.2']",4b6a2516,"NETWORK : requery , <*> , <*> , <*> , <*> , <*> , items , fQueryRetries , <*> , fLastRetryTimestamp , <*>"
1522,Jul,6,18:05:46,calvisitor-10-105-162-178,WindowServer,184,,"['send_datagram_available_ping', ':', 'pid', '<*>', 'failed', 'to', 'act', 'on', 'a', 'ping', 'it', 'dequeued', 'before', 'timing', 'out.']",9c96b253,send_datagram_available_ping : pid <*> failed to act on a ping it dequeued before timing out.
1523,Jul,6,18:07:04,calvisitor-10-105-162-178,iconservicesagent,328,,"['-[ISGenerateImageOp', 'generateImageWithCompletion', ':', ']', 'Failed', 'to', 'composit', 'image', 'for', 'descriptor', '<ISBindingImageDescriptor', ':', '0x7f995050b170>.']",fab681a7,-[ISGenerateImageOp generateImageWithCompletion : ] Failed to composit image for descriptor <ISBindingImageDescriptor : <*>
1524,Jul,6,18:09:02,calvisitor-10-105-162-178,kernel,0,,"['Sandbox', ':', '<*>', '(9854)', 'deny(1)', 'file-read-data', '/private/etc/hosts']",b6cb511a,Sandbox : <*> <*> deny(1) <*> <*>
1525,Jul,6,18:09:43,calvisitor-10-105-162-178,QQ,10018,,"['FA||Url||taskID[2019353666]', 'dealloc']",a507ad97,<*> dealloc
1526,Jul,6,18:22:57,calvisitor-10-105-162-178,AirPlayUIAgent,415,,"['<*>', '.163367', 'PM', '[AirPlayUIAgent]', 'BecomingInactive', ':', 'NSWorkspaceWillSleepNotification']",bd1b52fb,<*> .163367 PM [AirPlayUIAgent] BecomingInactive : NSWorkspaceWillSleepNotification
1527,Jul,6,18:22:57,calvisitor-10-105-162-178,QQ,10018,,"['2017/07/06', '<*>', ':', '<*>', ':', '57.953', '|', 'I', '|', 'VoipWrapper', '|', 'DAVEngineImpl.cpp', ':', '<*>', ':', 'Close', '|', 'close', 'video', 'chat.', 'll', '<*>', 'endUIN', '=', '1742124257.']",97e796cf,<*> <*> : <*> : <*> | I | VoipWrapper | DAVEngineImpl.cpp : <*> : Close | close video chat. ll <*> endUIN = <*>
1528,Jul,6,18:23:11,calvisitor-10-105-162-178,com.apple.cts,43,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1529,Jul,6,18:23:43,calvisitor-10-105-162-178,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1530,Jul,6,18:36:51,calvisitor-10-105-162-178,kernel,0,,"['[HID]', '[ATC]', 'AppleDeviceManagementHIDEventService', ':', ':', 'processWakeReason', 'Wake', 'reason', ':', 'Host', '(0x01)']",23d6730c,[HID] [ATC] AppleDeviceManagementHIDEventService : : processWakeReason Wake reason : Host (0x01)
1531,Jul,6,18:37:07,calvisitor-10-105-162-178,kernel,0,,"['Sandbox', ':', '<*>', '(37204)', 'deny(1)', 'network-outbound', '/private/var/run/mDNSResponder']",b6cb511a,Sandbox : <*> <*> deny(1) <*> <*>
1532,Jul,6,18:37:20,calvisitor-10-105-162-178,kernel,0,,"['full', 'wake', 'request', '(reason', '2)', '<*>', 'ms']",b063161e,full wake request (reason 2) <*> ms
1533,Jul,6,18:37:30,calvisitor-10-105-162-178,sharingd,30299,,"['<*>', ':', '<*>', ':', '30.916', ':', 'BTLE', 'scanner', 'Powered', 'Off']",38cc1980,<*> : <*> : <*> : BTLE scanner Powered Off
1534,Jul,6,18:37:37,calvisitor-10-105-162-178,QQ,10018,,"['##############################', '_getSysMsgList']",42e9195d,############################## _getSysMsgList
1535,Jul,6,18:50:29,calvisitor-10-105-162-178,kernel,0,,"['ARPT', ':', '744319.484045', ':', 'wl0', ':', 'wl_update_tcpkeep_seq', ':', 'Original', 'Seq', ':', '<*>', ',', 'Ack', ':', '<*>', ',', 'Win', 'size', ':', '<*>']",12748fb3,"ARPT : <*> : wl0 : wl_update_tcpkeep_seq : Original Seq : <*> , Ack : <*> , Win size : <*>"
1536,Jul,6,18:50:29,calvisitor-10-105-162-178,com.apple.cts,43,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1537,Jul,6,18:50:29,calvisitor-10-105-162-178,com.apple.cts,43,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1538,Jul,6,18:50:29,calvisitor-10-105-162-178,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1539,Jul,6,18:51:42,calvisitor-10-105-162-178,kernel,0,,['kern_open_file_for_direct_io(0)'],8f7d765f,kern_open_file_for_direct_io(0)
1540,Jul,6,19:04:07,calvisitor-10-105-162-178,QQ,10018,,"['##############################', '_getSysMsgList']",42e9195d,############################## _getSysMsgList
1541,Jul,6,19:04:07,calvisitor-10-105-162-178,kernel,0,,"['IO', '<*>', 'nderboltSwitch<0>(0x0)', ':', ':', 'listenerCallback', '-', '<*>', 'nderbolt', 'HPD', 'packet', 'for', 'route', '=', '0x0', 'port', '=', '<*>', 'unplug', '=', '<*>']",6eee143b,IO <*> nderboltSwitch<0>(0x0) : : listenerCallback - <*> nderbolt HPD packet for route = 0x0 port = <*> unplug = <*>
1542,Jul,6,19:04:46,calvisitor-10-105-162-178,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1543,Jul,6,19:17:46,calvisitor-10-105-162-178,kernel,0,,"['Wake', 'reason', ':', 'RTC', '(Alarm)']",7e1bce0a,Wake reason : <*> <*>
1544,Jul,6,19:17:46,calvisitor-10-105-162-178,sharingd,30299,,"['<*>', ':', '<*>', ':', '46.405', ':', 'BTLE', 'scanner', 'Powered', 'Off']",38cc1980,<*> : <*> : <*> : BTLE scanner Powered Off
1545,Jul,6,19:17:46,calvisitor-10-105-162-178,kernel,0,,"['ARPT', ':', '744472.877165', ':', 'AirPort_Brcm43xx', ':', ':', 'platformWoWEnable', ':', 'WWEN[disable]']",e7756efa,ARPT : <*> : AirPort_Brcm43xx : : platformWoWEnable : <*>
1546,Jul,6,19:18:27,calvisitor-10-105-162-178,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1547,Jul,6,19:19:43,calvisitor-10-105-162-178,kernel,0,,"['ARPT', ':', '744589.508896', ':', 'wl0', ':', 'setup_keepalive', ':', 'Remote', 'IP', ':', '<*>']",9e4b0c19,ARPT : <*> : wl0 : setup_keepalive : Remote IP : <*>
1548,Jul,6,19:31:29,calvisitor-10-105-162-178,kernel,0,,"['ARPT', ':', '744593.160590', ':', 'wl0', ':', 'wl_update_tcpkeep_seq', ':', 'Updated', 'seq/ack/win', 'from', 'UserClient', 'Seq', '<*>', ',', 'Ack', '<*>', ',', 'Win', 'size', '<*>']",b41e7718,"ARPT : <*> : wl0 : wl_update_tcpkeep_seq : Updated seq/ack/win from UserClient Seq <*> , Ack <*> , Win size <*>"
1549,Jul,6,19:31:29,calvisitor-10-105-162-178,kernel,0,,"['IO', '<*>', 'nderboltSwitch<0>(0x0)', ':', ':', 'listenerCallback', '-', '<*>', 'nderbolt', 'HPD', 'packet', 'for', 'route', '=', '0x0', 'port', '=', '<*>', 'unplug', '=', '<*>']",6eee143b,IO <*> nderboltSwitch<0>(0x0) : : listenerCallback - <*> nderbolt HPD packet for route = 0x0 port = <*> unplug = <*>
1550,Jul,6,19:31:29,calvisitor-10-105-162-178,kernel,0,,"['IO', '<*>', 'nderboltSwitch<0>(0x0)', ':', ':', 'listenerCallback', '-', '<*>', 'nderbolt', 'HPD', 'packet', 'for', 'route', '=', '0x0', 'port', '=', '<*>', 'unplug', '=', '<*>']",6eee143b,IO <*> nderboltSwitch<0>(0x0) : : listenerCallback - <*> nderbolt HPD packet for route = 0x0 port = <*> unplug = <*>
1551,Jul,6,19:31:29,calvisitor-10-105-162-178,kernel,0,,"['ARPT', ':', '744595.284508', ':', 'AirPort_Brcm43xx', ':', ':', 'platformWoWEnable', ':', 'WWEN[disable]']",e7756efa,ARPT : <*> : AirPort_Brcm43xx : : platformWoWEnable : <*>
1552,Jul,6,19:31:39,calvisitor-10-105-162-178,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1553,Jul,6,19:31:41,calvisitor-10-105-162-178,com.apple.cts,43,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1554,Jul,6,19:31:49,calvisitor-10-105-162-178,com.apple.CDScheduler,258,,"['Thermal', 'pressure', 'state', ':', '<*>', 'Memory', 'pressure', 'state', ':', '<*>']",3c63ed9d,Thermal pressure state : <*> Memory pressure state : <*>
1555,Jul,6,19:31:49,calvisitor-10-105-162-178,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1556,Jul,6,19:32:24,calvisitor-10-105-162-178,kernel,0,,"['ARPT', ':', '744650.016431', ':', 'wl0', ':', 'MDNS', ':', 'IPV6', 'Addr', ':', '<*>', ':', 'f140', ':', '<*>', ':', '<*>', ':', 'f882', ':', '21d2', ':', 'd1af', ':', 'f093']",069602c1,ARPT : <*> : wl0 : MDNS : <*> Addr : <*>
1557,Jul,6,19:45:06,calvisitor-10-105-162-178,kernel,0,,"['IO', '<*>', 'nderboltSwitch<0>(0x0)', ':', ':', 'listenerCallback', '-', '<*>', 'nderbolt', 'HPD', 'packet', 'for', 'route', '=', '0x0', 'port', '=', '<*>', 'unplug', '=', '<*>']",6eee143b,IO <*> nderboltSwitch<0>(0x0) : : listenerCallback - <*> nderbolt HPD packet for route = 0x0 port = <*> unplug = <*>
1558,Jul,6,19:45:16,calvisitor-10-105-162-178,com.apple.cts,43,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1559,Jul,6,19:45:26,calvisitor-10-105-162-178,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1560,Jul,6,19:45:43,calvisitor-10-105-162-178,com.apple.cts,43,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
1561,Jul,6,19:58:57,calvisitor-10-105-162-178,kernel,0,,"['PM', 'response', 'took', '<*>', 'ms', '(10018', ',', 'QQ)']",80350385,"PM response took <*> ms <*> , <*>"
1562,Jul,6,20:03:04,calvisitor-10-105-162-178,kernel,0,,"['RTC', ':', 'PowerByCalendarDate', 'setting', 'ignored']",16771da2,RTC : PowerByCalendarDate setting ignored
1563,Jul,6,20:03:05,calvisitor-10-105-162-178,sharingd,30299,,"['<*>', ':', '<*>', ':', '05.179', ':', 'BTLE', 'scanner', 'Powered', 'Off']",38cc1980,<*> : <*> : <*> : BTLE scanner Powered Off
1564,Jul,6,20:03:05,calvisitor-10-105-162-178,QQ,10018,,"['button', 'report', ':', '0x80039B7']",bff45e97,button report : <*>
1565,Jul,6,20:03:23,calvisitor-10-105-162-178,com.apple.AddressBook.InternetAccountsBridge,37261,,"['dnssd_clientstub', 'ConnectToServer', ':', 'connect()->', 'No', 'of', 'tries', ':', '<*>']",3e43fb30,dnssd_clientstub ConnectToServer : connect()-> No of tries : <*>
1566,Jul,6,20:04:04,calvisitor-10-105-162-178,secd,276,,"['SOSAccountThisDeviceCanSyncWithCircle', 'sync', 'with', 'device', 'failure', ':', 'Error', 'Domain', '=', '<*>', 'Code', '=', '<*>', '""', 'Account', 'identity', 'not', 'set', '""', 'UserInfo', '=', '{NSDescription', '=', 'Account', 'identity', 'not', 'set}']",706ee61e,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure : Error Domain = <*> Code = <*> "" Account identity not set "" UserInfo = {NSDescription = Account identity not set}"
1567,Jul,6,20:05:04,calvisitor-10-105-162-178,WeChat,24144,,['jemmytest'],b55176d9,jemmytest
1568,Jul,6,20:05:07,calvisitor-10-105-162-178,Safari,9852,,"['KeychainGetICDPStatus', ':', 'status', ':', 'off']",fca44f7c,KeychainGetICDPStatus : status : off
1569,Jul,6,20:05:36,calvisitor-10-105-162-178,CalendarAgent,279,,"['[', '<*>', ']', '[Adding', '[<CalDAVAccountRefreshQueueableOperation', ':', '0x7fa11d73f960', ';', 'Sequence', ':', '0>]', 'to', 'failed', 'operations.]']",6443e947,[ <*> ] [Adding [<CalDAVAccountRefreshQueueableOperation : <*> ; Sequence : 0>] to failed operations.]
1570,Jul,6,20:14:33,calvisitor-10-105-162-178,QQ,10018,,"['FA||Url||taskID[2019353677]', 'dealloc']",a507ad97,<*> dealloc
1571,Jul,6,20:30:35,calvisitor-10-105-162-178,WindowServer,184,,"['send_datagram_available_ping', ':', 'pid', '<*>', 'failed', 'to', 'act', 'on', 'a', 'ping', 'it', 'dequeued', 'before', 'timing', 'out.']",9c96b253,send_datagram_available_ping : pid <*> failed to act on a ping it dequeued before timing out.
1572,Jul,6,20:35:33,calvisitor-10-105-162-178,WeChat,24144,,['jemmytest'],b55176d9,jemmytest
1573,Jul,6,20:38:15,calvisitor-10-105-162-178,locationd,82,,"['Location', 'icon', 'should', 'now', 'be', 'in', 'state', ""'Active'""]",3813df52,Location icon should now be in state <*>
1574,Jul,6,20:46:03,calvisitor-10-105-162-178,GoogleSoftwareUpdateAgent,37316,,"['<*>', '.869', 'GoogleSoftwareUpdateAgent[37316/0x7000002a0000]', '[lvl', '=', '2]', '-[KSOutOfProcessFetcher', 'beginFetchWithDelegate', ':', ']', 'KSOutOfProcessFetcher', 'start', 'fetch', 'from', 'URL', ':', '""', 'https', ':', '//', '<*>', '/service/update2?cup2hreq', '=', '5e15fbe422c816bef7c133cfffdb516e16923579b9be2dfae4d7d8d211b25017&cup2key', '=', '<*>', ':', '<*>', '""']",dbdcf378,"<*> <*> <*> [lvl = 2] -[KSOutOfProcessFetcher beginFetchWithDelegate : ] KSOutOfProcessFetcher start fetch from URL : "" https : // <*> /service/update2?cup2hreq = <*> = <*> : <*> """
1575,Jul,6,20:53:41,calvisitor-10-105-162-178,locationd,82,,"['NETWORK', ':', 'requery', ',', '<*>', ',', '<*>', ',', '<*>', ',', '<*>', ',', '<*>', ',', 'items', ',', 'fQueryRetries', ',', '<*>', ',', 'fLastRetryTimestamp', ',', '521092126.3']",4b6a2516,"NETWORK : requery , <*> , <*> , <*> , <*> , <*> , items , fQueryRetries , <*> , fLastRetryTimestamp , <*>"
1576,Jul,6,21:00:02,calvisitor-10-105-162-178,locationd,82,,"['NETWORK', ':', 'no', 'response', 'from', 'server', ',', 'reachability', ',', '<*>', ',', 'queryRetries', ',', '<*>']",32a2d161,"NETWORK : no response from server , reachability , <*> , queryRetries , <*>"
1577,Jul,6,21:03:09,calvisitor-10-105-162-178,WindowServer,184,,"['send_datagram_available_ping', ':', 'pid', '<*>', 'failed', 'to', 'act', 'on', 'a', 'ping', 'it', 'dequeued', 'before', 'timing', 'out.']",9c96b253,send_datagram_available_ping : pid <*> failed to act on a ping it dequeued before timing out.
1578,Jul,6,21:08:02,calvisitor-10-105-162-178,Preview,11512,,"['Page', 'bounds', '{{0', ',', '0}', ',', '{400', ',', '400}}']",048488e4,"Page bounds {{0 , 0} , {400 , 400}}"
1579,Jul,6,21:22:31,calvisitor-10-105-162-178,WeChat,24144,,"['Failed', 'to', 'connect', '(titleField)', 'outlet', 'from', '(MMSessionPickerChoosenRowView)', 'to', '(NSTextField)', ':', 'missing', 'setter', 'or', 'instance', 'variable']",bf745034,Failed to connect <*> outlet from <*> to <*> : missing setter or instance variable
1580,Jul,6,22:05:30,calvisitor-10-105-162-178,CalendarAgent,279,,"['[', '<*>', ']', '[Account', 'xpc_ben@163.com@https', ':', '//', '<*>', '/caldav/principals/users/xpc_ben%40163.com/', 'timed', 'out', 'when', 'executing', 'operation', ':', '<CalDAVAccountRefreshQueueableOperation', ':', '0x7fa11f9f2290', ';', 'Sequence', ':', '0>]']",aa45c421,[ <*> ] [Account xpc_ben@163.com@https : // <*> /caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation : <CalDAVAccountRefreshQueueableOperation : 0x7fa11f9f2290 ; Sequence : 0>]
1581,Jul,6,22:26:19,calvisitor-10-105-162-178,WindowServer,184,,"['send_datagram_available_ping', ':', 'pid', '<*>', 'failed', 'to', 'act', 'on', 'a', 'ping', 'it', 'dequeued', 'before', 'timing', 'out.']",9c96b253,send_datagram_available_ping : pid <*> failed to act on a ping it dequeued before timing out.
1582,Jul,6,22:33:18,calvisitor-10-105-162-178,CalendarAgent,279,,"['[', '<*>', ']', '[Account', 'refresh', 'failed', 'with', 'error', ':', 'Error', 'Domain', '=', 'CoreDAVHTTPStatusErrorDomain', 'Code', '=', '<*>', '""', '(null)', '""', 'UserInfo', '=', '{AccountName', '=', '<*>', ',', 'CalDAVErrFromRefresh', '=', 'YES', ',', 'CoreDAVHTTPHeaders', '=', '<CFBasicHash', '0x7fa11fe7a810', '[0x7fff7abc1440]>{type', '=', 'immutable', 'dict', ',', 'count', '=', '<*>', ',', 'entries', '=', '>', '<*>', ':', 'Connection', '=', '<CFString', '0x7fff7ab1aea0', '[0x7fff7abc1440]>{contents', '=', '""', 'keep-alive', '""', '}', '<*>', ':', 'Content-Type', '=', 'text/html', '<*>', ':', 'Content-Length', '=', '<*>', '<*>', ':', 'Server', '=', 'nginx', '<*>', ':', 'Date', '=', '<CFString', '0x7fa11ac2ab80', '[0x7fff7abc1440]>{contents', '=', '""', '<*>', ',', '<*>', '<*>', '<*>', '<*>', ':', '<*>', ':', '<*>', 'GMT', '""', '}', '}', '}]']",5b41e38e,"[ <*> ] [Account refresh failed with error : Error Domain = CoreDAVHTTPStatusErrorDomain Code = <*> "" (null) "" UserInfo = {AccountName = <*> , CalDAVErrFromRefresh = YES , CoreDAVHTTPHeaders = <CFBasicHash 0x7fa11fe7a810 [0x7fff7abc1440]>{type = immutable dict , count = <*> , entries = > <*> : Connection = <CFString 0x7fff7ab1aea0 [0x7fff7abc1440]>{contents = "" keep-alive "" } <*> : Content-Type = text/html <*> : Content-Length = <*> <*> : Server = nginx <*> : Date = <CFString 0x7fa11ac2ab80 [0x7fff7abc1440]>{contents = "" <*> , <*> <*> <*> <*> : <*> : <*> GMT "" } } }]"
1583,Jul,6,22:37:40,calvisitor-10-105-162-178,WindowServer,184,,"['send_datagram_available_ping', ':', 'pid', '<*>', 'failed', 'to', 'act', 'on', 'a', 'ping', 'it', 'dequeued', 'before', 'timing', 'out.']",9c96b253,send_datagram_available_ping : pid <*> failed to act on a ping it dequeued before timing out.
1584,Jul,6,23:00:45,calvisitor-10-105-162-178,Safari,9852,,"['KeychainGetICDPStatus', ':', 'keychain', ':', '-25300']",dceb8db9,KeychainGetICDPStatus : keychain : -25300
1585,Jul,6,23:28:39,calvisitor-10-105-162-178,locationd,82,,"['Location', 'icon', 'should', 'now', 'be', 'in', 'state', ""'Inactive'""]",3813df52,Location icon should now be in state <*>
1586,Jul,6,23:33:20,calvisitor-10-105-162-178,Preview,11512,,"['Page', 'bounds', '{{0', ',', '0}', ',', '{400', ',', '400}}']",048488e4,"Page bounds {{0 , 0} , {400 , 400}}"
